;;;;;;;;;;;;;;;;;;;;;;;Цели и приоритеты;;Планирует в течение дня;;;;;;;;Правильно определяет категорию Не фиксированных по времени задач при планировании;;;;;;;Правильно учитывает категорию фиксированной по времени задачи при планировании (встречи, совещания);;;Выполнять НЕ фиксированные по времени задачи  с учетом их категорий;;;;;;;;Выполнять фиксированные по времени задачи  с учетом их категорий;;;;Следует плану при выполнении задач;Завершает выполнение задачи (держит приоритет);;;;Исходя из цели (задачи) коммуникации выбирать наилучший способ (канал) коммуникации;;;;;;;Управлять количеством и периодами временем, затраченными на почту;;;Эффективно обрабатывать входящие письма;;;;;;Создавать сообщения, информативные и экономные для себя, коллег и партнеров;;;;Управлять количеством и периодами времени, затраченного на звонки;;Правильно принимать входящие звонки;;;Эффективно обрабатывать входящие звонки;;Управлять количеством и периодами времени, затраченного на встречи;;;Правильно принимать посетителей;;;Эффективно обрабатывать результаты встречи;;;Управлять количеством и периодами времени, затраченного на IM;;;;;Эффективно обрабатывать сообщения IM;;;Использовать делегирование как инструмент управления своим временем и объемом выполненных задач;;;;;;;Правильно управляет ресурсами различной квалификации;;Использует обратную связь как инструмент мотивации и обучения сотрудников;;;Делегировать сотруднику, наиболее подходящему для выполнения задачи;;Легко включается в работу из стрессовой ситуации ;;Следует приоритетам при статусном и эмоциональном воздействии;;;Внимательность и концентрация;Ответственность;;;Принимает решения;;;Скорость принятия решений;Обоснованность принимаемых решений;;;Результатоориентированность;;;;;
361;344;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;1;1;- Василий, вопрос в чем?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
362;345;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;1;2;- Да-да, я слушаю.;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
363;346;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;11;взволнованно, заискивающе;1;уравновешенное;2;0;- Понимаете, какое дело… Бюджетная пора, такая нервотрепка! У меня, знаете ли,  десять сотрудников данные собирают. А я же все потом сам выверяю, чтоб до копеечки. Да мы обычно и не ошибаемся никогда! Так что тут не в нас дело… ;нет;-;E9_2.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E9_2.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
364;347;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;2;1;- Василий, я-то при чем?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;dialog;да
365;348;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;2;2;- Василий, прошу прощения, у меня очень плохо со временем, давайте в другой раз.;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;dialog;да
366;349;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;2;3;- Василий, давайте ближе к делу!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;dialog;да
367;350;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;11;взволнованно, заискивающе;1;уравновешенное;3;0;- Так я про то и говорю. Можно досказать? Непросто тут все. Без деталей не разберешься. Так вот, есть у меня один поставщик, вообще-то хороший, работаем мы с ним лет пять, а может и больше. Лет шесть, наверное.  Он тут неподалеку располагается. Нам и по логистике выгодно – мы прямо от него материалы возим. И объемы на нем приличные. Не шантрапа какая: сегодня есть – завтра нет. Только вот, у них сокращения, людям зарплату снижают. Знаете же, как сейчас не просто в отрасли. Лишних средств ни у кого ведь нету. Вот и у них в продажах  - сплошной молодняк. Студентики вчерашние. Они же счет-фактуру от прайс-листа не отличают. И нас ведет такой же. Нет, он старается, конечно, ничего не могу сказать, да и не дурак, только неопытный…;нет;-;E9_3.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E9_3.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
368;351;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;3;1;- Кхе-кхе…;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
369;352;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;3;2;- Все, больше терпения нет. У меня работа горит!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;dialog;да
370;353;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;3;3;- Василий, так какое у вас ко мне дело?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;dialog;да
371;354;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;11;взволнованно, заискивающе;1;уравновешенное;4;0;- Но вы же, если все не объяснить, меня винить будете! Нет, ну я, конечно, с себя-то вины не снимаю.  Но тут обстоятельства! Сплелось все так. Я пока понял – время и ушло. Это хорошо еще, что кинулись – смотрим, а рост затрат на материалы как-то не вяжется с нашими ожиданиями, давай раскручивать – почему так. Оказывается этот юный продавец, ну я вам о нем говорил, на наш запрос текущую цену дал. А у них цена год от года растет – инфляция, она везде, знаете, щупальца… Прямо страшно иногда делается. Десять лет назад копейку стоило – теперь все три рубля. Куда это годится? Так вот он, этот парнишка, и не понял, что мы перспективные цены запрашиваем. А может и наш закупщик напортачил – пойди, разберись теперь. ;нет;-;E9_4.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E9_4.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
372;355;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;4;1;- А я-то тут при чем?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;dialog;да
373;356;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;4;2;- Василий, прошу прощения, вы к чему все это рассказываете?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;dialog;да
374;357;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;4;3;- Послушайте, нет у меня времени слушать все эти истории! Мне работать надо!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;dialog;да
375;358;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;11;взволнованно, заискивающе;1;уравновешенное;5;0;- Так это же ваша работа – бюджеты собирать! А тут такое дело…Ну, в общем, каюсь, я вам прошлые цифры отправил неправильные. Даже и не знаю теперь, сколько вам придется переделывать – у нас ведь все затраты поехали. Честное слово, это недоразумение какое-то. Я вам файлик-то новый уже послал. Уж вы не ругайтесь!;нет;M56;E9_5.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E9_5.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
376;359;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;5;1;- Как новый файл? Да вы что? У меня все сроки истекли. Нет, звоните Денежной – как она решит, так и будет!  ;да;M12;нет;#N/A;;Разговор по телефону;???;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;dialog;да
377;360;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;5;2;- Не могу вам помочь, Василий. По регламенту сроки сдачи бюджета истекли. Теперь только через Генерального директора. Ничего личного, извините. ;да;T;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;dialog;да
378;361;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;5;3;- Та-а-ак, и что же в вашем бюджете изменилось?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
379;362;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;11;взволнованно, заискивающе;1;уравновешенное;6;0;- Да все наши затраты поползли! Хоть и маленько – но ведь старую-то цифру не оставишь. Где потом денег на закупку брать? Да вы не волнуйтесь – файлик-то посмотрите, там, если чего надо, я быстро поясню – меня теперь среди ночи разбуди, я все цифры помню.  Кхы…кхы. Так вы, это… Новую версию принимаете? В общий бюджет она попадет?;нет;-;E9_6.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E9_6.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
380;363;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;6;1;- Честно говоря, не знаю. У меня ведь сроки. Вот что, Василий, звоните Денежной. Если она мне время даст – я сделаю. ;да;M12;нет;#N/A;;Разговор по телефону;???;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;;;;;;;;;dialog;да
381;364;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;6;2;- Принимаю, что же с вами делать. Сейчас посмотрю и внесу изменения. ;да;M56;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;1;;;;;1;;;;1;;dialog;да
382;365;E9;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО СБ;;;1;уравновешенное;11;уравновешенное;6;3;- Я сейчас посмотрю ваш файл и запланирую изменения, надеюсь, что успею до отпуска. У меня очень напряженные дни. ;да;P18;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;1;;;;;0;;;;;;dialog;да
383;;ET10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;10:30;;11;;1;;1;0;звук телефонного звонка;нет;-;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;time;да
384;;ET10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;1;;11;;1;1;Ответить;да;E10;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
385;;ET10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;1;;11;;1;2;Не ответить;да;S10;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
814;;S10;ПОВТОРНЫЙ ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;5;11;;1;;1;0;звук телефонного звонка;нет;-;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
815;;S10;ПОВТОРНЫЙ ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;1;;11;;1;1;Ответить;да;E10;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
816;;S10;ПОВТОРНЫЙ ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;1;;11;;1;2;Не ответить;да;T;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
386;366;E10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;11;заискивающее;1;уравновешенное;1;0;- День добрый! Слышал, вы в отпуск собираетесь? Есть же счастливые люди на свете, я в отпуске два года не был. Жена запилила совсем! Просьба у меня небольшая. Я тут бюджет прошлогодний в последней версии найти не могу, очень нужен. Динамику затрат проверить. Может, перешлете?;нет;-;E10_1.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E10_1.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
387;367;E10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;1;уравновешенное;11;уравновешенное;1;1;- Хорошо, сейчас найду и перешлю. ;да;MS28;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;;;;0;;;;;;dialog;да
388;368;E10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;1;уравновешенное;11;уравновешенное;1;2;- Сейчас попрошу своего аналитика найти и переслать вам бюджет.;да;MS29;нет;#N/A;;Разговор по телефону;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;dialog;да
389;369;E10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;1;уравновешенное;11;уравновешенное;1;3;- Послушайте, у вас точно должна быть эта версия, вы же ее и готовили – ищите у себя!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;dialog;да
390;370;E10;ЗВОНОК НАЧ.ПРОИЗВОДСТВА ПО ПРЕДОСТАВЛЕНИЮ БЮДЖЕТА ПРОШЛОГО ГОДА;;;11;обиженно;1;уравновешенное;2;0;-  Ну что ж, и на том спасибо. Не ожидал….;да;T;E10_2.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E10_2.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
391;;ET11;ЗВОНОК ФИНДИРА ПРО ОШИБКУ В ОТЧЕТЕ;15:35;;2;;1;;1;0;звук телефонного звонка;нет;-;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;time;да
392;;ET11;ЗВОНОК ФИНДИРА ПРО ОШИБКУ В ОТЧЕТЕ;;;1;;2;;1;1;Ответить;да;E11;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
393;;ET11;ЗВОНОК ФИНДИРА ПРО ОШИБКУ В ОТЧЕТЕ;;;1;;2;;1;2;Не ответить;да;S11;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
819;;S11;ПОВТОРНЫЙ ЗВОНОК ФИНДИРА ПРО ОШИБКУ В ОТЧЕТЕ;;5;2;;1;;1;0;звук телефонного звонка;нет;-;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
820;;S11;ПОВТОРНЫЙ ЗВОНОК ФИНДИРА ПРО ОШИБКУ В ОТЧЕТЕ;;;1;;2;;1;1;Ответить;да;E11;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
821;;S11;ПОВТОРНЫЙ ЗВОНОК ФИНДИРА ПРО ОШИБКУ В ОТЧЕТЕ;;;1;;2;;1;2;Не ответить;да;S2;-;;;Звонок;F2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
394;371;E11;ЗВОНОК ФИНДИРА ПРО ОШИБКУ В ОТЧЕТЕ;;;2;в гневе;1;уравновешенное;1;0;- Это невыносимо! В твоем отчете для Правления снова ошибка! Твой уровень внимательности явно не соответствует твоей позиции! Открой еще раз тот файл, что ты мне прислал! Там же одна цифра настолько очевидно выбивается из общей тенденции по продажам, что это даже студент заметит! Как можно отправлять такие документы? Ты их, что, перед отправкой не просматриваешь? ;нет;-;E11_1.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\E11_1.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
